date,title,trail_text,source,section,url,query,sentiment_text,news_vader_compound,news_vader_pos,news_vader_neu,news_vader_neg,news_sentiment_label
2022-06-17,Sydney house prices still 20% above pre-pandemic levels despite rising interest rates,"Economists say while property prices could come down by up to 20%, affordability has ‘never been worse’",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/jun/17/sydney-house-prices-still-20-above-pre-pandemic-levels-despite-rising-interest-rates,"""Commonwealth Bank""","Sydney house prices still 20% above pre-pandemic levels despite rising interest rates Economists say while property prices could come down by up to 20%, affordability has ‘never been worse’",-0.357,0.0,0.919,0.081,negative
2022-07-06,More major warnings issued as focus turns to mid-north coast – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/jul/06/australia-news-live-nsw-floods-sydney-weather-rain-anthony-albanese-jacinda-ardern-covid-travel-restrictions,"""Commonwealth Bank""",More major warnings issued as focus turns to mid-north coast – as it happened This blog is now closed,-0.4159,0.0,0.867,0.133,negative
2022-07-20,Working from home: major Australian employers respond to latest Covid health advice,Telstra and Westpac advise staff to work from home if possible while government departments are yet to shift work settings,The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/jul/20/working-from-home-major-australian-employers-respond-to-latest-covid-health-advice,"""Commonwealth Bank""",Working from home: major Australian employers respond to latest Covid health advice Telstra and Westpac advise staff to work from home if possible while government departments are yet to shift work settings,0.0,0.0,1.0,0.0,neutral
2022-07-24,Government ‘recognises concern’ over monkeypox with 44 cases recorded – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/jul/24/australia-news-live-updates-banks-predict-inflation-could-reach-6-this-week-monkeypox-declared-a-global-health-emergency,"""Commonwealth Bank""",Government ‘recognises concern’ over monkeypox with 44 cases recorded – as it happened This blog is now closed,0.0,0.0,1.0,0.0,neutral
2022-08-01,"Australia’s official interest rates expected to rise by half-percentage point, economists say","Experts predict RBA interest rate decision today will lift cash rate to 1.85%, marking a 175-basis point increase since May",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/aug/02/australias-official-interest-rates-expected-to-rise-by-half-percentage-point-economists-say,"""Commonwealth Bank""","Australia’s official interest rates expected to rise by half-percentage point, economists say Experts predict RBA interest rate decision today will lift cash rate to 1.85%, marking a 175-basis point increase since May",0.8074,0.223,0.777,0.0,positive
2022-08-01,"Morning mail: interest rate rise looms, space debris hits farm, Beyoncé cuts offensive lyric ",<strong>Tuesday</strong>: Economists are predicting the Reserve Bank will raise interest rates from 1.35% to 1.85%. Plus: Beyoncé called out over ableist term,The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/aug/02/morning-mail-interest-rate-rise-looms-space-debris-hits-farm-beyonce-cuts-offensive-lyric,"""Commonwealth Bank""","Morning mail: interest rate rise looms, space debris hits farm, Beyoncé cuts offensive lyric  <strong>Tuesday</strong>: Economists are predicting the Reserve Bank will raise interest rates from 1.35% to 1.85%. Plus: Beyoncé called out over ableist term",0.0516,0.137,0.708,0.155,positive
2022-08-02,Reserve Bank lifts official cash rate by 50 basis points to 1.85% in August,"Decision is fourth monthly rise in a row, as Australia’s inflation rate soars beyond target range of 2% to 3%",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/aug/02/rba-interest-rates-reserve-bank-australia-cash-rate-decision-announcement,"""Commonwealth Bank""","Reserve Bank lifts official cash rate by 50 basis points to 1.85% in August Decision is fourth monthly rise in a row, as Australia’s inflation rate soars beyond target range of 2% to 3%",0.0,0.0,1.0,0.0,neutral
2022-08-04,Three of the big four banks raise variable home loan interest rates by half a point to match RBA rise,Increase puts the banks’ variable interest rates at highest in three years with Westpac and NAB yet to respond to official cash rate hike,The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/aug/04/commonwealth-bank-and-anz-raise-variable-home-loan-interest-rates-by-half-a-point-to-match-rba-rise,"""Commonwealth Bank""",Three of the big four banks raise variable home loan interest rates by half a point to match RBA rise Increase puts the banks’ variable interest rates at highest in three years with Westpac and NAB yet to respond to official cash rate hike,0.8074,0.168,0.832,0.0,positive
2022-08-04,Penny Wong warns against ‘miscalculation’ as China-Taiwan tensions escalate – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/aug/04/climate-bill-emissions-targets-labor-greens-housing-economy-covid-cases-hospitalisation-indigenous-australians-voice,"""Commonwealth Bank""",Penny Wong warns against ‘miscalculation’ as China-Taiwan tensions escalate – as it happened This blog is now closed,-0.4767,0.0,0.796,0.204,negative
2022-08-06,Singer Judith Durham dies; Penny Wong calls for restraint on China’s exercises; 89 Covid deaths – as it happened,Independent review recommends home buybacks for NSW flood victims. This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/aug/06/lismore-flooding-buybacks-land-swap-liberal-dominic-perrottet-penny-wong-omicron-china-richard-marles-anthony-albanese-john-barilaro-taiwan-splendour-meningococcal-cost-of-living-inflation,"""Commonwealth Bank""",Singer Judith Durham dies; Penny Wong calls for restraint on China’s exercises; 89 Covid deaths – as it happened Independent review recommends home buybacks for NSW flood victims. This blog is now closed,-0.1027,0.054,0.881,0.065,negative
2022-08-09,"UK energy bills ‘to top £4,200’ amid warning of ‘serious hardship on a massive scale’ – as it happened","Joseph Rowntree Foundation, consumer champion Martin Lewis and CBI chief urge PM to act urgently to help people with soaring energy bills",The Guardian,Business,https://www.theguardian.com/business/live/2022/aug/09/eu-emergency-gas-plan--effect-uk-retail-sales-grow-lull-storm,"""Commonwealth Bank""","UK energy bills ‘to top £4,200’ amid warning of ‘serious hardship on a massive scale’ – as it happened Joseph Rowntree Foundation, consumer champion Martin Lewis and CBI chief urge PM to act urgently to help people with soaring energy bills",0.7845,0.246,0.663,0.092,positive
2022-08-10,GPs warn against over-the-counter Covid treatment – as it happened,This blog is now closed,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/aug/10/covid-omicron-bulk-billing-medicare-serena-williams-ash-barty-anthony-albanese-peter-dutton-china-taiwan-actu-jobs,"""Commonwealth Bank""",GPs warn against over-the-counter Covid treatment – as it happened This blog is now closed,-0.1027,0.0,0.909,0.091,negative
2022-08-15,Dutton says he was not aware of former PM’s appointments– as it happened,Follow live,The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2022/aug/15/canberra-shooting-airport-taiwan-politics-turnbull-albanese-morrison-vic-nsw-qld,"""Commonwealth Bank""",Dutton says he was not aware of former PM’s appointments– as it happened Follow live,0.0,0.0,1.0,0.0,neutral
2022-08-20,Searching for Marion Barter: a daughter’s 25-year quest to find her missing mother,"This year’s coronial inquest into the case has revealed more shocking detail. For those of us who have spent years looking for answers, it has been confronting and baffling",The Guardian,Australia news,https://www.theguardian.com/australia-news/2022/aug/21/searching-for-marion-barter-a-daughters-25-year-quest-to-find-her-missing-mother,"""Commonwealth Bank""","Searching for Marion Barter: a daughter’s 25-year quest to find her missing mother This year’s coronial inquest into the case has revealed more shocking detail. For those of us who have spent years looking for answers, it has been confronting and baffling",-0.6997,0.0,0.852,0.148,negative
2022-08-31,Cryptocurrency company accidentally transfers $10.5m to Australian woman and doesn’t notice for seven months,Thevamanogari Manivel used money to buy Melbourne property before supreme court granted Crypto.com freeze on her bank account,The Guardian,Technology,https://www.theguardian.com/technology/2022/aug/31/crypto-com-accidentally-transfers-10-5-million-australian-woman-melbourne-cryptocurrency,"""Commonwealth Bank""",Cryptocurrency company accidentally transfers $10.5m to Australian woman and doesn’t notice for seven months Thevamanogari Manivel used money to buy Melbourne property before supreme court granted Crypto.com freeze on her bank account,0.5267,0.183,0.753,0.065,positive
