date,title,trail_text,source,section,url,query
2016-08-10,Gap between credit card and reserve bank interest rates at record high,"The head of the competition regulator says credit cards need to be examined, with the gap between credit card interest rates and the official cash rate now more than 18% ",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/aug/11/gap-between-credit-card-and-reserve-bank-interest-rates-at-record-high,"""Commonwealth Bank"""
2016-08-14,Bill Shorten asks Malcolm Turnbull to reconsider banking royal commission,The Labor leader says in a letter to the PM that the banks had put profits before their ‘social licence’ and trust of the people,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/aug/15/bill-shorten-asks-malcolm-turnbull-to-reconsider-banking-royal-commission,"""Commonwealth Bank"""
2016-08-18,Wages growth is at record lows – unless you're a Commonwealth Bank CEO,Ian Narev’s multimillion dollar pay rise comes at a time when Australian workers are receiving the lowest growth in their wages ever recorded,The Guardian,Business,https://www.theguardian.com/business/grogonomics/2016/aug/18/wages-growth-is-at-record-lows-unless-youre-a-commonwealth-bank-ceo,"""Commonwealth Bank"""
2016-08-21,Complaints to financial ombudsman service increase 60% in seven years,Opposition leader Bill Shorten uses figures from parliamentary library to argue for royal commission into the banks,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/aug/22/complaints-to-financial-ombudsman-service-increase-60-in-seven-years,"""Commonwealth Bank"""
2016-08-27,I’ve got £600 in an Australian bank but can’t get it out,I bought a prepaid travel card from the Commonwealth Bank but it is refusing to let my daughter withdraw the remaining balance for me,The Guardian,Money,https://www.theguardian.com/money/2016/aug/27/prepaid-travel-card-commonwealth-bank-australia,"""Commonwealth Bank"""
2016-09-06,City of Sydney council to divest from fossil fuels regardless of election result,Council unanimously passes motion calling for policy that would remove more than $500m from banks that invest in fossil fuels,The Guardian,Environment,https://www.theguardian.com/environment/2016/sep/06/city-of-sydney-council-divest-fossil-fuels-regardless-election-result,"""Commonwealth Bank"""
2016-09-15,"All change at Reserve Bank, but Australia's economy is still heading for the rocks","Philip Lowe succeeds Glenn Stevens this week, but policy settings that have financialised the economy, increased inequality and starved innovative sectors of capital will remain in place",The Guardian,Business,https://www.theguardian.com/business/2016/sep/16/glenn-stevens-all-change-at-reserve-bank-but-australian-economy-stays-headed-for-rocks,"""Commonwealth Bank"""
2016-09-16,Labor says Coalition gave 'special treatment' to banks when setting hearing dates,"Matt Thistlethwaite says there is a ‘foul stench’ about hearings, which he claims were timed to minimise scrutiny",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/sep/16/labor-says-coalition-gave-special-treatment-to-banks-when-setting-hearing-dates,"""Commonwealth Bank"""
2016-09-26,"Forget the negativity, Australia's new netball league could pass the pub test","In New Zealand top netballers are household names, a situation that could be repeated in Australia if the new national league captures the public imagination",The Guardian,Sport,https://www.theguardian.com/sport/2016/sep/27/forget-the-negativity-australias-new-netball-league-could-pass-the-pub-test,"""Commonwealth Bank"""
2016-09-28,Nick Xenophon and Greens attack executive bonuses for vague targets,"‘Meeting these new targets is about as hard as limbo dancing under the Arc de Triomphe,’ says Xenophon of the rise in payments for non-financial goals",The Guardian,Business,https://www.theguardian.com/business/2016/sep/29/nick-xenophon-and-greens-attack-executive-bonuses-for-vague-targets,"""Commonwealth Bank"""
2016-09-29,Commonwealth Bank: coal seam gas makes property 'unacceptable' as loan security,"Bank turns down owners’ application for $500,000 bridging loan on grounds that Queensland property has four coal seam gas wells on it",The Guardian,Environment,https://www.theguardian.com/environment/2016/sep/30/commonwealth-bank-coal-seam-gas-makes-property-unacceptable-as-loan-security,"""Commonwealth Bank"""
2016-10-01,CEOs bank on bonuses as average Australian worker left to flounder,"In a year of record low wage growth for workers, executives of Australia’s biggest companies received massive bonuses – just for doing their job",The Guardian,Business,https://www.theguardian.com/business/grogonomics/2016/oct/02/ceos-bank-on-bonuses-as-average-australian-worker-left-to-flounder,"""Commonwealth Bank"""
2016-10-02,Labor plans to use fresh whistleblower testimonies to pressure bank bosses,Chief executives face three days of questioning before a new committee formed by Malcolm Turnbull in response to calls for a banking royal commission,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/03/labor-plans-to-use-fresh-whistleblower-testimonies-to-pressure-bank-bosses,"""Commonwealth Bank"""
2016-10-03,"Keep calm, carry on: how the Coalition plans to stop bank hearings from getting too heated",Government MPs have prepared questions for the big four that will pull focus from the hot topics the opposition wants to pursue,The Guardian,Business,https://www.theguardian.com/business/2016/oct/03/keep-calm-carry-on-how-the-coalition-plans-to-stop-bank-hearings-from-getting-too-heated,"""Commonwealth Bank"""
2016-10-03,The bank hearings are a political stitch-up designed to protect them,A parliamentary committee will let the bank CEOs defend their practices but it won’t hear from the victims of banking rip-offs,The Guardian,Opinion,https://www.theguardian.com/commentisfree/2016/oct/04/the-bank-hearings-are-a-political-stitch-up-designed-to-protect-the-banks,"""Commonwealth Bank"""
2016-10-04,"Banking inquiry: nobody fired for denying life insurance payouts, Commonwealth boss says – as it happened","Ian Narev questioned by MPs over failure to fully pass on interest rate cuts, and a series of scandals including poor financial advice, insurance fraud and rate rigging. Meanwhile, the Reserve Bank has kept the official cash rate unchanged at 1.5%",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2016/oct/04/commonwealth-bank-boss-appears-before-parliamentary-committee-live,"""Commonwealth Bank"""
2016-10-04,Commonwealth Bank's Ian Narev undaunted by grilling over scandals,Narev admits customers were ‘treated poorly’ in first session of parliamentary committee set up to call banks to account,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/04/commonwealth-banks-ian-narev-undaunted-by-grilling-over-scandals,"""Commonwealth Bank"""
2016-10-04,Tony Abbott appointed director of new thinktank to promote western civilisation,"Latest MPs’ declarations also show Liberal David Coleman, who chairs parliament’s economics committee, had shares in financial services companies",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/04/tony-abbott-appointed-director-of-new-thinktank-to-promote-western-canon,"""Commonwealth Bank"""
2016-10-04,Labor to interrogate ANZ chief over interest rates and Timbercorp scandal,"ANZ’s chief executive, Shayne Elliott, will face three hours of questions from MPs on Wednesday morning – a day after Commonwealth boss, Ian Narev, emerged unfazed from grilling",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/05/labor-to-interrogate-anz-chief-over-interest-rates-and-timbercorp-scandal,"""Commonwealth Bank"""
2016-10-05,Bank inquiry: ANZ has 'no link' to Malaysian 1MDB scandal – as it happened,"Labor interrogates Shayne Elliott during hearings into the Timbercorp collapse, interest rates and remuneration structures that encouraged staff to offer poor financial advice",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2016/oct/05/banking-inquiry-anz-chief-executive-shayne-elliott-to-face-questions-live,"""Commonwealth Bank"""
2016-10-05,Bank inquiry: some ANZ customers not told about banned advisers,Bank chief tells MPs ANZ apologises for not meeting its own standards and admits some clients still not told of regulator bans on their financial advisers,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/05/bank-inquiry-some-anz-customers-not-told-about-banned-advisers,"""Commonwealth Bank"""
2016-10-05,Banks inquiry: NAB under scrutiny over staff bans as Greens focus on Westpac political donations,The final day of the parliamentary banking inquiry will feature Andrew Thorburn from NAB and Brian Hartzer from Westpac,The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/06/bank-inquiry-nab-under-scrutiny-over-staff-bans-as-greens-focus-on-westpac-rate-cuts,"""Commonwealth Bank"""
2016-10-06,Banking inquiry: Westpac has 'no plans' to change political donations policy – live,"The NAB chief executive, Andrew Thornburn, and the Westpac boss, Brian Hartzer, face questioning by MPs on the final day of the parliamentary banking hearings. Follow it here, live",The Guardian,Australia news,https://www.theguardian.com/australia-news/live/2016/oct/06/banking-inquiry-nab-and-westpac-bosses-face-questions-as-focus-turns-to-donations-live,"""Commonwealth Bank"""
2016-10-07,Malcolm Turnbull commits to bank victims' tribunal but Labor calls it a 'stitch-up',"PM says tribunal would resolve complaints faster than a royal commission, but Labor says it wouldn’t address the underlying cultural changes needed to stop ‘rip-offs’",The Guardian,Australia news,https://www.theguardian.com/australia-news/2016/oct/07/malcolm-turnbull-commits-to-bank-victims-tribunal-but-labor-calls-it-a-stitch-up,"""Commonwealth Bank"""
