date,news_sentiment_mean,news_sentiment_std,news_positive_ratio,news_negative_ratio,news_headline_volume
2018-09-11,-0.9141204,0.0,0.0,1.0,1
2018-09-12,-0.86837506,0.0,0.0,1.0,1
2018-09-17,-0.38921785,0.41214347,0.0,0.5,2
2018-09-18,0.2476605,0.0,0.0,0.0,1
2018-09-25,0.7412291,0.0,1.0,0.0,1
2018-09-27,0.5026435,0.0,1.0,0.0,1
2018-09-28,-0.41824415,0.5975938,0.0,0.5,2
2018-09-29,-0.3490209,0.0,0.0,0.0,1
2018-10-04,0.104452275,0.0,0.0,0.0,1
2018-10-09,-0.95130575,0.0,0.0,1.0,1
2018-10-10,-0.86612904,0.123233505,0.0,1.0,2
2018-10-11,-0.89570343,0.0,0.0,1.0,1
2018-10-19,-0.81798875,0.0,0.0,1.0,1
2018-10-22,-0.9432631,0.0,0.0,1.0,1
2018-10-30,-0.9285039,0.017989201,0.0,1.0,2
2018-10-31,0.093717486,0.0,0.0,0.0,1
2018-11-03,-0.9509471,0.0,0.0,1.0,1
2018-11-13,-0.9006043,0.0,0.0,1.0,1
2018-11-14,0.55008966,0.0,1.0,0.0,1
2018-11-18,-0.9318638,0.0,0.0,1.0,1
2018-11-19,-0.87987304,0.012866422,0.0,1.0,2
2018-11-20,-0.8732718,0.071823664,0.0,1.0,2
2018-11-21,-0.8514337,0.04484022,0.0,1.0,3
2018-11-22,-0.17452122,0.0,0.0,0.0,1
2018-11-23,-0.0026553907,0.0,0.0,0.0,1
2018-11-24,-0.7761524,0.0,0.0,1.0,1
2018-11-27,-0.39908102,0.0,0.0,0.0,1
2018-11-28,0.014773486,0.0,0.0,0.0,1
2018-11-30,-0.7612064,0.12106686,0.0,1.0,2
2018-12-10,0.014758125,0.0,0.0,0.0,1
2018-12-13,0.40764695,0.73539734,0.5,0.0,2
2019-01-02,-0.39385247,0.0,0.0,1.0,1
2019-01-13,0.19675528,0.0,0.0,0.0,1
2019-01-29,-0.8679458,0.0,0.0,1.0,1
2019-02-04,-0.5538307,0.5577423,0.0,0.6666666666666666,3
2019-02-05,-0.39977708,0.0,0.0,1.0,1
2019-02-06,-0.20719725,0.0,0.0,0.0,1
2019-02-07,-0.83304775,0.0,0.0,1.0,1
2019-02-15,0.9279296,0.0,1.0,0.0,1
2019-02-20,-0.32803705,0.0,0.0,0.0,1
2019-03-14,-0.87985903,0.0,0.0,1.0,1
2019-04-17,-0.88810927,0.0,0.0,1.0,1
2019-05-16,0.50251013,0.0,1.0,0.0,1
2019-06-04,0.41869017,0.0,1.0,0.0,1
2019-06-22,0.009616498,0.0,0.0,0.0,1
2019-07-11,-0.9219793,0.0,0.0,1.0,1
2019-07-24,-0.771016,0.18134521,0.0,1.0,2
2019-07-26,-0.9544265,0.0,0.0,1.0,1
2019-07-27,0.3246947,0.0,0.0,0.0,1
2019-07-29,0.89732164,0.0,1.0,0.0,1
2019-08-06,0.0075612664,1.2623736,0.5,0.5,2
2019-08-07,-0.96428376,0.0,0.0,1.0,1
2019-08-13,0.6837887,0.0,1.0,0.0,1
2019-08-20,0.44915798,0.0,0.0,0.0,1
2019-08-21,0.8313959,0.0,1.0,0.0,1
2019-08-22,-0.95915455,0.0,0.0,1.0,1
2019-08-23,-0.8650558,0.0,0.0,1.0,1
2019-08-31,0.7580834,0.0,1.0,0.0,1
2019-09-02,-0.15974097,0.0,0.0,0.0,1
2019-09-04,-0.24076955,0.0,0.0,0.0,1
2019-09-18,-0.16900049,0.0,0.0,0.0,1
2019-10-01,-0.7403774,0.19551025,0.0,1.0,2
2019-10-04,-0.88199556,0.0,0.0,1.0,1
2019-10-11,-0.9213059,0.0,0.0,1.0,1
2019-10-13,-0.949347,0.0,0.0,1.0,1
2019-10-15,-0.56751376,0.5692086,0.0,0.6666666666666666,3
2019-10-17,-0.9516267,0.0,0.0,1.0,1
2019-10-23,-0.94513935,0.0,0.0,1.0,1
2019-10-30,-0.9142716,0.0,0.0,1.0,1
2019-11-02,-0.9357057,0.0,0.0,1.0,1
2019-11-05,-0.77152413,0.0,0.0,1.0,1
2019-11-08,0.07064091,0.0,0.0,0.0,1
2019-11-10,-0.012139145,0.0984803,0.0,0.0,2
2019-11-11,-0.6733341,0.0,0.0,1.0,1
2019-11-12,0.28458786,0.0,0.0,0.0,1
2019-11-13,-0.44807008,0.61117744,0.0,0.5,2
2019-11-19,-0.9347275,0.0,0.0,1.0,1
2019-11-20,-0.6767281,0.0,0.0,1.0,1
2019-11-21,-0.671618,0.3049204,0.0,0.6666666666666666,3
2019-11-25,-0.9433552,0.011634848,0.0,1.0,2
2019-11-30,-0.23979096,0.0,0.0,0.0,1
2019-12-01,-0.69118494,0.0,0.0,1.0,1
2019-12-02,-0.8418017,0.0,0.0,1.0,1
2019-12-14,0.27355683,0.0,0.0,0.0,1
2019-12-18,-0.9453591,0.0,0.0,1.0,1
2020-01-03,-0.25455415,0.0,0.0,0.0,1
2020-01-08,-0.45612618,0.0,0.0,0.0,1
2020-01-10,-0.03558673,0.0,0.0,0.0,1
2020-02-07,-0.4277721,0.0,0.0,0.0,1
2020-02-11,-0.71081954,0.34575784,0.0,0.5,2
2020-02-13,0.9293938,0.0,1.0,0.0,1
2020-02-17,-0.25990152,0.0,0.0,0.0,1
2020-02-18,0.02638549,0.0,0.0,0.0,1
2020-02-29,-0.06908101,0.0,0.0,1.0,1
2020-03-03,-0.53689426,0.5809552,0.0,0.5,2
2020-03-04,-0.85796875,0.0,0.0,1.0,1
2020-03-11,-0.48465493,0.55152804,0.0,0.5,2
2020-03-13,-0.3432107,0.0,0.0,0.0,1
2020-03-14,-0.36799866,0.0,0.0,0.0,1
2020-03-15,0.92927694,0.0,1.0,0.0,1
2020-03-19,-0.7799381,0.0,0.0,1.0,1
2020-03-20,-0.7075591,0.02143652,0.0,1.0,2
2020-03-31,-0.19434288,0.0,0.0,0.0,1
2020-04-06,-0.36671948,0.0,0.0,0.0,1
2020-04-08,-0.6965828,0.21242024,0.0,1.0,2
2020-04-21,0.4105248,0.34366193,1.0,0.0,2
2020-04-27,0.7383599,0.0,1.0,0.0,1
2020-05-04,-0.06269805,0.0,0.0,0.0,1
2020-05-13,-0.66308933,0.32647285,0.0,0.5,2
2020-05-14,-0.94303495,0.0,0.0,1.0,1
2020-05-15,-0.42262575,0.0,0.0,0.0,1
2020-06-04,-0.89080864,0.0,0.0,1.0,1
2020-06-09,-0.13003704,0.0,0.0,1.0,1
2020-06-23,-0.75535893,0.06401014,0.0,1.0,2
2020-06-24,-0.1492868,0.0,0.0,0.0,1
2020-06-26,0.042144895,0.0,0.0,0.0,1
2020-06-30,0.07635896,0.0,0.0,0.0,1
2020-07-01,-0.7998837,0.0,0.0,1.0,1
2020-07-03,-0.26644516,0.6129943,0.0,0.5,2
2020-07-07,0.16476113,0.96388704,0.5,0.5,2
2020-07-08,-0.7016041,0.0,0.0,1.0,1
2020-07-16,-0.9077632,0.0,0.0,1.0,1
2020-07-17,-0.93405974,0.0,0.0,1.0,1
2020-07-20,0.90511245,0.0,1.0,0.0,1
2020-07-31,0.88649905,0.0,1.0,0.0,1
2020-08-12,-0.66076267,0.2792981,0.0,0.6666666666666666,3
2020-08-26,-0.40934175,0.0,0.0,1.0,1
2020-08-27,0.24806647,0.0,0.0,0.0,1
2020-08-28,-0.9320312,0.0,0.0,1.0,1
2020-08-30,-0.60508287,0.0,0.0,1.0,1
2020-09-08,-0.9535479,0.0,0.0,1.0,1
2020-09-12,-0.91252655,0.0,0.0,1.0,1
2020-09-14,0.13341926,0.0,0.0,0.0,1
2020-09-15,-0.6720871,0.0,0.0,1.0,1
2020-09-16,-0.797706,0.0,0.0,1.0,1
2020-09-23,-0.9030738,0.0,0.0,1.0,1
2020-10-02,-0.7769615,0.0,0.0,1.0,1
2020-10-05,-0.3966158,0.0,0.0,0.0,1
2020-10-18,-0.93677384,0.0,0.0,1.0,1
2020-10-28,-0.37354583,0.0,0.0,0.0,1
2020-10-29,-0.85656124,0.0,0.0,1.0,1
2020-11-03,-0.93682194,0.0,0.0,1.0,1
2020-11-04,-0.077973075,0.0,0.0,0.0,1
2020-11-09,0.034005776,0.0,0.0,0.0,1
2020-11-12,-0.6941753,0.0,0.0,1.0,1
2020-11-14,0.6618115,0.0,1.0,0.0,1
2020-11-22,-0.044666633,0.0,0.0,0.0,1
2020-11-25,-0.16498384,0.0,0.0,0.0,1
2020-12-08,0.8702345,0.0,1.0,0.0,1
2020-12-16,-0.8998219,0.0,0.0,1.0,1
2021-01-11,-0.58545256,0.0,0.0,1.0,1
2021-01-14,-0.909561,0.0,0.0,1.0,1
2021-01-21,-0.5870662,0.0,0.0,1.0,1
2021-01-22,0.22792232,0.0,0.0,0.0,1
2021-02-10,-0.74032044,0.0,0.0,1.0,1
2021-02-11,-0.3341218,0.0,0.0,0.0,1
2021-03-20,-0.93150735,0.0,0.0,1.0,1
2021-04-01,-0.42289618,0.0,0.0,0.0,1
2021-04-21,-0.33951843,0.0,0.0,1.0,1
2021-05-07,-0.3506773,0.0,0.0,0.0,1
2021-06-15,-0.24767762,0.44052553,0.0,0.5,2
2021-06-17,-0.93505096,0.0,0.0,1.0,1
2021-06-18,-0.71204853,0.0,0.0,1.0,1
2021-06-23,-0.122982554,0.0,0.0,0.0,1
2021-06-30,-0.92766976,0.0,0.0,1.0,1
2021-07-04,-0.5103021,0.0,0.0,1.0,1
2021-07-07,-0.24453221,0.0,0.0,0.0,1
2021-07-11,-0.27121672,0.0,0.0,0.0,1
2021-07-16,-0.28374255,0.7620554,0.0,0.5,2
2021-07-21,-0.15280554,1.143993,0.5,0.5,2
2021-07-29,-0.76227933,0.26919284,0.0,1.0,2
2021-07-30,-0.65459913,0.0,0.0,1.0,1
2021-08-02,0.15982367,0.0,0.0,0.0,1
2021-08-04,-0.22119111,0.0,0.0,0.0,1
2021-08-11,-0.3518647,0.0,0.0,0.0,1
2021-08-12,-0.30310094,0.0,0.0,0.0,1
2021-08-26,-0.20938146,0.0,0.0,0.0,1
2021-08-31,-0.24961564,0.102533676,0.0,0.0,2
2021-09-01,-0.8375588,0.0,0.0,1.0,1
2021-09-02,-0.9327348,0.0,0.0,1.0,1
2021-09-03,-0.9214093,0.0,0.0,1.0,1
2021-09-09,-0.6865837,0.0,0.0,1.0,1
2021-09-28,0.6174592,0.0,1.0,0.0,1
2021-09-29,-0.9024501,0.0,0.0,1.0,1
2021-10-01,-0.13179809,0.0,0.0,0.0,1
2021-10-14,-0.90479964,0.0,0.0,1.0,1
2021-10-22,-0.95424247,0.0,0.0,1.0,1
2021-10-27,-0.015632004,0.0,0.0,0.0,1
2021-11-02,-0.8263348,0.0,0.0,1.0,1
2021-11-03,-0.11179432,1.1672065,0.5,0.5,2
2021-11-05,0.4637422,0.0,1.0,0.0,1
2021-11-06,-0.3049009,0.0,0.0,0.0,1
2021-11-08,0.056234818,0.0,0.0,0.0,1
2021-11-17,-0.48824292,0.0,0.0,1.0,1
2021-11-22,-0.700768,0.23186702,0.0,1.0,3
2021-11-25,-0.50589436,0.63239497,0.0,0.5,2
2021-11-26,-0.14609158,0.0,0.0,0.0,1
2021-12-03,-0.11589526,0.0,0.0,0.0,1
2021-12-08,0.8227212,0.0,1.0,0.0,1
2021-12-09,-0.2644488,0.0,0.0,0.0,1
2021-12-11,-0.9345764,0.0,0.0,1.0,1
2021-12-15,-0.9034051,0.0,0.0,1.0,1
2021-12-24,-0.70496726,0.0,0.0,1.0,1
2022-01-11,-0.8686762,0.0,0.0,1.0,1
2022-01-12,-0.89834386,0.0,0.0,1.0,1
2022-01-14,0.58501035,0.0,1.0,0.0,1
2022-01-18,-0.014031492,0.0,0.0,0.0,1
2022-01-25,0.42958456,0.687472,0.5,0.0,2
2022-02-02,-0.95052415,0.0,0.0,1.0,1
2022-02-10,-0.015472472,0.0,0.0,0.0,1
2022-02-11,-0.2167655,0.0,0.0,0.0,1
2022-02-12,-0.1346792,0.0,0.0,1.0,1
2022-02-17,-0.40369293,0.0,0.0,0.0,1
2022-02-22,-0.9186527,0.0,0.0,1.0,1
2022-03-02,-0.5948971,0.5110651,0.0,0.5,2
2022-03-03,-0.4930575,0.10180582,0.0,1.0,2
2022-04-08,-0.9079053,0.0,0.0,1.0,1
2022-04-18,-0.030559456,0.0,0.0,0.0,1
2022-04-21,-0.53238267,0.0,0.0,1.0,1
